"Produto_Comprado","Id_Cliente"
"curd cheese","8930"
"roll products","8930"
"pasta","8930"
"oil","8930"
"coffee","8930"
"soda","8930"
"fruit/vegetable juice","8930"
"bottled beer","8930"
"abrasive cleaner","8930"
"bathroom cleaner","8930"
"napkins","8930"
"salty snack","8931"
"frankfurter","8932"
"meat","8932"
"citrus fruit","8932"
"pip fruit","8932"
"other vegetables","8932"
"whole milk","8932"
"yogurt","8932"
"sliced cheese","8932"
"canned beer","8932"
"house keeping products","8932"
"pork","8933"
"tropical fruit","8933"
"pip fruit","8933"
"nuts/prunes","8933"
"other vegetables","8933"
"frozen meals","8933"
"margarine","8933"
"newspapers","8933"
"misc. beverages","8934"
"fruit/vegetable juice","8934"
"canned beer","8934"
"chewing gum","8934"
"chocolate","8934"
"shopping bags","8934"
"ice cream","8935"
"chocolate","8936"
"candy","8936"
"shopping bags","8936"
"whole milk","8937"
"rolls/buns","8937"
"white bread","8937"
"brown bread","8937"
"margarine","8937"
"other vegetables","8938"
"fruit/vegetable juice","8938"
"chewing gum","8938"
"spread cheese","8939"
"whole milk","8940"
"whipped/sour cream","8940"
"pastry","8940"
"margarine","8940"
"shopping bags","8940"
"pip fruit","8941"
"other vegetables","8941"
"whole milk","8941"
"dessert","8941"
"butter milk","8941"
"yogurt","8941"
"cream cheese","8941"
"tidbits","8941"
"frozen potato products","8941"
"rolls/buns","8941"
"white bread","8941"
"mustard","8941"
"fruit/vegetable juice","8941"
"salty snack","8941"
"long life bakery product","8941"
"chocolate","8941"
"specialty bar","8941"
"napkins","8941"
"frankfurter","8942"
"whole milk","8942"
"frozen vegetables","8942"
"fruit/vegetable juice","8942"
"pork","8943"
"whole milk","8943"
"citrus fruit","8944"
"other vegetables","8944"
"spread cheese","8944"
"bottled beer","8945"
"citrus fruit","8946"
"pip fruit","8946"
"specialty cheese","8946"
"bottled water","8946"
"soda","8946"
"hamburger meat","8947"
"grapes","8947"
"whole milk","8947"
"rice","8947"
"sugar","8947"
"bottled water","8947"
"whipped/sour cream","8948"
"cream cheese","8948"
"sausage","8949"
"tropical fruit","8949"
"grapes","8949"
"berries","8949"
"other vegetables","8949"
"pastry","8949"
"soda","8949"
"specialty chocolate","8949"
"napkins","8949"
"shopping bags","8949"
"citrus fruit","8950"
"tropical fruit","8950"
"root vegetables","8950"
"other vegetables","8950"
"butter","8950"
"yogurt","8950"
"whipped/sour cream","8950"
"salty snack","8950"
"specialty bar","8950"
"rolls/buns","8951"
"margarine","8951"
"bottled beer","8951"
"sliced cheese","8952"
"frozen fish","8952"
"margarine","8952"
"bottled water","8952"
"canned beer","8952"
"butter milk","8953"
"yogurt","8953"
"salty snack","8953"
"specialty chocolate","8953"
"sausage","8954"
"root vegetables","8954"
"soda","8954"
"bottled beer","8954"
"salty snack","8954"
"popcorn","8954"
"other vegetables","8955"
"soft cheese","8955"
"margarine","8955"
"bottled water","8955"
"bottled beer","8955"
"beef","8956"
"root vegetables","8956"
"herbs","8956"
"packaged fruit/vegetables","8956"
"butter","8956"
"sliced cheese","8956"
"domestic eggs","8956"
"jam","8956"
"bottled water","8956"
"hamburger meat","8957"
"tropical fruit","8957"
"other vegetables","8957"
"whole milk","8957"
"butter","8957"
"curd","8957"
"dessert","8957"
"yogurt","8957"
"whipped/sour cream","8957"
"UHT-milk","8957"
"domestic eggs","8957"
"pastry","8957"
"flour","8957"
"margarine","8957"
"cereals","8957"
"canned fish","8957"
"cat food","8957"
"bottled water","8957"
"bottled beer","8957"
"hygiene articles","8957"
"napkins","8957"
"chicken","8958"
"frozen vegetables","8958"
"bottled beer","8958"
"sausage","8959"
"meat","8959"
"herbs","8959"
"other vegetables","8959"
"soft cheese","8959"
"margarine","8959"
"cat food","8959"
"shopping bags","8959"
"sausage","8960"
"citrus fruit","8960"
"soda","8960"
"fruit/vegetable juice","8960"
"salty snack","8960"
"napkins","8960"
"cling film/bags","8960"
"bottled water","8961"
"bottled beer","8961"
"pastry","8962"
"soda","8962"
"cat food","8963"
"other vegetables","8964"
"whole milk","8964"
"butter milk","8964"
"yogurt","8964"
"whipped/sour cream","8964"
"domestic eggs","8964"
"pastry","8964"
"popcorn","8964"
"whole milk","8965"
"domestic eggs","8965"
"brown bread","8965"
"pastry","8965"
"other vegetables","8966"
"butter","8966"
"yogurt","8966"
"domestic eggs","8966"
"pastry","8966"
"bottled beer","8966"
"specialty bar","8966"
"flower (seeds)","8966"
"tropical fruit","8967"
"salt","8967"
"canned fish","8967"
"bottled water","8967"
"bottled beer","8967"
"citrus fruit","8968"
"tropical fruit","8968"
"onions","8968"
"other vegetables","8968"
"butter milk","8968"
"pork","8969"
"butter milk","8969"
"pickled vegetables","8969"
"soda","8969"
"canned beer","8969"
"liquor","8969"
"canned beer","8970"
"red/blush wine","8970"
"frankfurter","8971"
"pork","8971"
"hamburger meat","8971"
"pip fruit","8971"
"other vegetables","8971"
"whole milk","8971"
"rolls/buns","8971"
"white bread","8971"
"pastry","8971"
"Instant food products","8971"
"waffles","8971"
"chocolate","8971"
"yogurt","8972"
"cereals","8972"
"specialty bar","8972"
"sausage","8973"
"other vegetables","8973"
"whole milk","8973"
"fruit/vegetable juice","8973"
"cream cheese","8974"
"chocolate marshmallow","8974"
"other vegetables","8975"
"sausage","8976"
"whole milk","8976"
"white bread","8976"
"frankfurter","8977"
"pork","8977"
"pip fruit","8977"
"berries","8977"
"root vegetables","8977"
"other vegetables","8977"
"whole milk","8977"
"pastry","8977"
"semi-finished bread","8977"
"syrup","8977"
"shopping bags","8977"
"citrus fruit","8978"
"whole milk","8978"
"yogurt","8978"
"sliced cheese","8978"
"domestic eggs","8978"
"canned vegetables","8978"
"canned beer","8978"
"ham","8979"
"yogurt","8979"
"pastry","8979"
"coffee","8979"
"waffles","8979"
"chocolate","8979"
"female sanitary products","8979"
"soda","8980"
"frankfurter","8981"
"whole milk","8981"
"yogurt","8981"
"napkins","8981"
"citrus fruit","8982"
"whole milk","8982"
"bottled water","8982"
"soda","8982"
"fruit/vegetable juice","8982"
"bottled beer","8982"
"frozen fish","8983"
"brown bread","8983"
"canned beer","8983"
"rum","8983"
"newspapers","8983"
"whole milk","8984"
"ham","8985"
"pork","8985"
"shopping bags","8985"
"sausage","8986"
"tropical fruit","8986"
"pip fruit","8986"
"berries","8986"
"other vegetables","8986"
"whole milk","8986"
"butter","8986"
"curd","8986"
"whipped/sour cream","8986"
"cat food","8986"
"salty snack","8986"
"popcorn","8986"
"potted plants","8986"
"shopping bags","8986"
"shopping bags","8987"
"cereals","8988"
"salty snack","8988"
"frozen fish","8989"
"liquor (appetizer)","8989"
"whole milk","8990"
"white bread","8990"
"margarine","8990"
"cat food","8990"
"soda","8990"
"soda","8991"
"canned beer","8991"
"pastry","8992"
"soda","8992"
"misc. beverages","8992"
"canned beer","8992"
"salty snack","8992"
"chocolate","8992"
"shopping bags","8992"
"frankfurter","8993"
"tropical fruit","8993"
"pip fruit","8993"
"other vegetables","8993"
"yogurt","8993"
"whipped/sour cream","8993"
"rolls/buns","8993"
"bottled water","8993"
"soda","8993"
"misc. beverages","8993"
"chocolate","8993"
"specialty chocolate","8993"
"candy","8993"
"shopping bags","8993"
"yogurt","8994"
"UHT-milk","8994"
"domestic eggs","8994"
"rolls/buns","8994"
"long life bakery product","8994"
"domestic eggs","8995"
"canned beer","8995"
"liquor (appetizer)","8995"
"chocolate marshmallow","8995"
"shopping bags","8995"
"sausage","8996"
"other vegetables","8996"
"whole milk","8996"
"butter","8996"
"fruit/vegetable juice","8996"
"ham","8997"
"whole milk","8997"
"white bread","8997"
"other vegetables","8998"
"whole milk","8998"
"pastry","8998"
"salty snack","8998"
"candy","8998"
"tropical fruit","8999"
"yogurt","8999"
"soda","8999"
"whole milk","9000"
"brown bread","9000"
"margarine","9000"
"sausage","9001"
"pork","9001"
"citrus fruit","9001"
"tropical fruit","9001"
"pip fruit","9001"
"root vegetables","9001"
"whole milk","9001"
"butter","9001"
"curd","9001"
"yogurt","9001"
"cream","9001"
"sliced cheese","9001"
"hard cheese","9001"
"frozen vegetables","9001"
"frozen fish","9001"
"frozen potato products","9001"
"brown bread","9001"
"margarine","9001"
"baking powder","9001"
"cat food","9001"
"pet care","9001"
"soda","9001"
"fruit/vegetable juice","9001"
"nut snack","9001"
"chocolate","9001"
"female sanitary products","9001"
"hygiene articles","9001"
"napkins","9001"
"house keeping products","9001"
"soda","9002"
"tropical fruit","9003"
"whole milk","9003"
"domestic eggs","9004"
"pastry","9004"
"bottled beer","9004"
"canned beer","9004"
"long life bakery product","9004"
"chocolate","9004"
"candles","9004"
"newspapers","9004"
"red/blush wine","9005"
"rolls/buns","9006"
"other vegetables","9007"
"frozen fish","9007"
"brown bread","9007"
"red/blush wine","9007"
"frankfurter","9008"
"pip fruit","9008"
"soft cheese","9008"
"semi-finished bread","9008"
"chewing gum","9008"
"specialty chocolate","9008"
"citrus fruit","9009"
"root vegetables","9009"
"other vegetables","9009"
"UHT-milk","9009"
"domestic eggs","9009"
"canned fruit","9009"
"soda","9009"
"waffles","9009"
"candy","9009"
"newspapers","9009"
"dessert","9010"
"butter milk","9010"
"brown bread","9010"
"canned beer","9010"
"shopping bags","9010"
"tropical fruit","9011"
"whole milk","9011"
"yogurt","9011"
"semi-finished bread","9011"
"bottled water","9011"
"soda","9011"
"chocolate marshmallow","9011"
"hamburger meat","9012"
"tropical fruit","9012"
"other vegetables","9012"
"shopping bags","9012"
"soda","9013"
"chicken","9014"
"other vegetables","9014"
"whole milk","9014"
"yogurt","9014"
"frozen vegetables","9014"
"rolls/buns","9014"
"oil","9014"
"bottled beer","9014"
"canned beer","9014"
"long life bakery product","9014"
"rolls/buns","9015"
"sugar","9015"
"butter","9016"
"curd","9016"
"yogurt","9016"
"whipped/sour cream","9016"
"margarine","9016"
"salty snack","9016"
"hygiene articles","9016"
"pip fruit","9017"
"herbs","9017"
"other vegetables","9017"
"whole milk","9017"
"whipped/sour cream","9017"
"specialty bar","9018"
"sausage","9019"
"tropical fruit","9019"
"other vegetables","9019"
"whole milk","9019"
"frozen vegetables","9019"
"rolls/buns","9019"
"white bread","9019"
"brown bread","9019"
"roll products","9019"
"oil","9019"
"sugar","9019"
"grapes","9020"
"other vegetables","9020"
"butter","9020"
"newspapers","9020"
"semi-finished bread","9021"
"domestic eggs","9022"
"white bread","9022"
"pastry","9022"
"canned beer","9022"
"newspapers","9022"
"pastry","9023"
"root vegetables","9024"
"whole milk","9024"
"brown bread","9024"
"margarine","9024"
"whole milk","9025"
"domestic eggs","9025"
"meat","9026"
"citrus fruit","9026"
"whole milk","9026"
"canned beer","9027"
"frankfurter","9028"
"pork","9028"
"other vegetables","9028"
"butter milk","9028"
"UHT-milk","9028"
"sliced cheese","9028"
"brown bread","9028"
"margarine","9028"
"grapes","9029"
"other vegetables","9029"
"pastry","9029"
"dish cleaner","9029"
"candles","9030"
"other vegetables","9031"
"canned beer","9031"
"snack products","9031"
"tropical fruit","9032"
"whole milk","9032"
"butter","9032"
"butter milk","9032"
"brown bread","9032"
"pastry","9032"
"chicken","9033"
"whole milk","9033"
"butter","9033"
"curd","9033"
"domestic eggs","9033"
"newspapers","9033"
"soda","9034"
"ham","9035"
"pork","9035"
"berries","9035"
"root vegetables","9035"
"oil","9035"
"soda","9035"
"bottled beer","9035"
"salty snack","9035"
"popcorn","9035"
"newspapers","9035"
"pork","9036"
"tropical fruit","9036"
"grapes","9036"
"onions","9036"
"other vegetables","9036"
"whole milk","9036"
"yogurt","9036"
"frozen vegetables","9036"
"pet care","9036"
"bottled water","9036"
"seasonal products","9036"
"frozen vegetables","9037"
"pasta","9037"
"bottled water","9037"
"soda","9037"
"beef","9038"
"other vegetables","9038"
"whole milk","9038"
"brown bread","9038"
"waffles","9038"
"pork","9039"
"pip fruit","9039"
"grapes","9039"
"other vegetables","9039"
"whole milk","9039"
"pastry","9039"
"flour","9039"
"oil","9039"
"sugar","9039"
"dog food","9039"
"chocolate","9039"
"dessert","9040"
"pork","9041"
"yogurt","9041"
"UHT-milk","9041"
"salty snack","9041"
"chicken","9042"
"hamburger meat","9042"
"citrus fruit","9042"
"tropical fruit","9042"
"pip fruit","9042"
"other vegetables","9042"
"yogurt","9042"
"rolls/buns","9042"
"mustard","9042"
"canned vegetables","9042"
"cake bar","9042"
"napkins","9042"
"newspapers","9042"
"hamburger meat","9043"
"citrus fruit","9043"
"tropical fruit","9043"
"other vegetables","9043"
"whipped/sour cream","9043"
"beverages","9043"
"white bread","9043"
"hygiene articles","9043"
"napkins","9043"
"chicken","9044"
"pork","9044"
"beef","9044"
"hamburger meat","9044"
"citrus fruit","9044"
"other vegetables","9044"
"packaged fruit/vegetables","9044"
"whole milk","9044"
"pastry","9044"
"napkins","9044"
"baking powder","9045"
"newspapers","9045"
"flower (seeds)","9045"
"other vegetables","9046"
"dessert","9046"
"brown bread","9046"
"salt","9046"
"margarine","9046"
"fruit/vegetable juice","9046"
"newspapers","9046"
"curd","9047"
"bottled water","9047"
"soda","9047"
"tropical fruit","9048"
"root vegetables","9048"
"other vegetables","9048"
"whole milk","9048"
"processed cheese","9048"
"rolls/buns","9049"
"meat","9050"
"dessert","9050"
"UHT-milk","9050"
"fruit/vegetable juice","9050"
"soda","9051"
"photo/film","9052"
"pet care","9053"
"bottled water","9053"
"misc. beverages","9053"
"shopping bags","9053"
"other vegetables","9054"
"whole milk","9054"
"yogurt","9054"
"whipped/sour cream","9054"
"baking powder","9054"
"misc. beverages","9054"
"sparkling wine","9054"
"dish cleaner","9054"
"citrus fruit","9055"
"other vegetables","9055"
"white wine","9055"
"long life bakery product","9055"
"candles","9055"
"citrus fruit","9056"
"beverages","9056"
"domestic eggs","9056"
"rolls/buns","9056"
"bottled water","9056"
"chewing gum","9056"
"chocolate marshmallow","9056"
"rolls/buns","9057"
"photo/film","9057"
"canned beer","9058"
"canned beer","9059"
"sugar","9060"
"meat","9061"
"pork","9061"
"tropical fruit","9061"
"berries","9061"
"baking powder","9061"
"canned fish","9061"
"seasonal products","9061"
"frankfurter","9062"
"beef","9062"
"other vegetables","9062"
"whole milk","9062"
"butter milk","9062"
"yogurt","9062"
"hard cheese","9062"
"coffee","9062"
"photo/film","9062"
"dishes","9063"
"pork","9064"
"other vegetables","9064"
"whole milk","9064"
"rolls/buns","9064"
"frankfurter","9065"
"citrus fruit","9065"
"grapes","9065"
"root vegetables","9065"
"onions","9065"
"other vegetables","9065"
"whole milk","9065"
"rolls/buns","9065"
"soups","9065"
"bottled beer","9065"
"newspapers","9065"
"other vegetables","9066"
"whole milk","9066"
"whipped/sour cream","9066"
"pastry","9066"
"bottled beer","9066"
"newspapers","9067"
"berries","9068"
"root vegetables","9068"
"whipped/sour cream","9068"
"soda","9068"
"beef","9069"
"whole milk","9069"
"rolls/buns","9069"
"white bread","9069"
"margarine","9069"
"newspapers","9069"
"whole milk","9070"
"whipped/sour cream","9070"
"rolls/buns","9070"
"pickled vegetables","9070"
"bottled water","9070"
"long life bakery product","9070"
"citrus fruit","9071"
"whole milk","9071"
"whipped/sour cream","9071"
"rolls/buns","9071"
"margarine","9071"
"cling film/bags","9071"
"other vegetables","9072"
"whole milk","9072"
"condensed milk","9072"
"white bread","9072"
"sugar","9072"
"coffee","9072"
"soda","9072"
"fruit/vegetable juice","9072"
"bottled beer","9072"
"shopping bags","9072"
"root vegetables","9073"
"whole milk","9073"
"flour","9073"
"sugar","9073"
"soda","9073"
"misc. beverages","9073"
"frankfurter","9074"
"hamburger meat","9074"
"other vegetables","9074"
"pastry","9074"
"dish cleaner","9074"
"cling film/bags","9074"
"kitchen towels","9074"
"other vegetables","9075"
"sausage","9076"
"tropical fruit","9076"
"curd","9076"
"yogurt","9076"
"dog food","9076"
"bottled water","9076"
"long life bakery product","9076"
"hygiene articles","9076"
"shopping bags","9076"
"yogurt","9077"
"abrasive cleaner","9077"
"sausage","9078"
"rolls/buns","9078"
"canned beer","9078"
"hamburger meat","9079"
"whole milk","9079"
"butter milk","9079"
"yogurt","9079"
"margarine","9079"
"baking powder","9079"
"pork","9080"
"root vegetables","9080"
"brown bread","9080"
"bottled water","9080"
"soda","9080"
"tropical fruit","9081"
"other vegetables","9081"
"whole milk","9081"
"butter","9081"
"yogurt","9081"
"rolls/buns","9082"
"pickled vegetables","9082"
"chewing gum","9082"
"specialty chocolate","9082"
"tropical fruit","9083"
"sausage","9084"
"chicken","9084"
"pork","9084"
"citrus fruit","9084"
"berries","9084"
"root vegetables","9084"
"packaged fruit/vegetables","9084"
"curd","9084"
"yogurt","9084"
"whipped/sour cream","9084"
"frozen vegetables","9084"
"hamburger meat","9085"
"other vegetables","9085"
"whole milk","9085"
"butter","9085"
"specialty cheese","9085"
"pastry","9085"
"cereals","9085"
"pip fruit","9086"
"root vegetables","9086"
"other vegetables","9086"
"cream cheese","9086"
"domestic eggs","9086"
"pickled vegetables","9086"
"fruit/vegetable juice","9086"
"beef","9087"
"curd","9087"
"yogurt","9087"
"whipped/sour cream","9087"
"frozen meals","9087"
"brown bread","9087"
"canned fish","9087"
"coffee","9087"
"candy","9087"
"cling film/bags","9087"
"other vegetables","9088"
"yogurt","9088"
"rolls/buns","9088"
"salt","9088"
"sparkling wine","9088"
"napkins","9088"
"sausage","9089"
"other vegetables","9090"
"whole milk","9090"
"canned beer","9090"
"ham","9091"
"meat","9091"
"root vegetables","9091"
"other vegetables","9091"
"whole milk","9091"
"curd","9091"
"yogurt","9091"
"frozen vegetables","9091"
"frozen meals","9091"
"frozen fish","9091"
"rolls/buns","9091"
"jam","9091"
"misc. beverages","9091"
"candy","9091"
"seasonal products","9091"
"detergent","9091"
"frankfurter","9092"
"other vegetables","9092"
"whole milk","9092"
"whipped/sour cream","9092"
"meat","9093"
"citrus fruit","9093"
"hard cheese","9093"
"soda","9093"
"ham","9094"
"root vegetables","9094"
"herbs","9094"
"whole milk","9094"
"curd","9094"
"yogurt","9094"
"hard cheese","9094"
"rolls/buns","9094"
"detergent","9094"
"citrus fruit","9095"
"onions","9095"
"other vegetables","9095"
"yogurt","9095"
"beverages","9095"
"rolls/buns","9095"
"brown bread","9095"
"vinegar","9095"
"bottled water","9095"
"long life bakery product","9095"
"rolls/buns","9096"
"bottled beer","9096"
"brandy","9096"
"sausage","9097"
"pip fruit","9097"
"UHT-milk","9097"
"soups","9097"
"sauces","9097"
"cat food","9097"
"newspapers","9097"
"root vegetables","9098"
"herbs","9098"
"other vegetables","9098"
"dessert","9098"
"ice cream","9098"
"cake bar","9098"
"newspapers","9098"
"shopping bags","9098"
"berries","9099"
"other vegetables","9099"
"semi-finished bread","9099"
"pork","9100"
"soda","9100"
"canned beer","9100"
"male cosmetics","9100"
"meat","9101"
"specialty chocolate","9101"
"pastry","9102"
"fruit/vegetable juice","9102"
"long life bakery product","9103"
"meat","9104"
"pork","9104"
"fish","9104"
"tropical fruit","9104"
"grapes","9104"
"berries","9104"
"other vegetables","9104"
"whole milk","9104"
"frozen vegetables","9104"
"semi-finished bread","9104"
"chocolate","9104"
"detergent","9104"
"kitchen utensil","9104"
"candles","9104"
"meat","9105"
"root vegetables","9105"
"other vegetables","9105"
"dessert","9105"
"yogurt","9105"
"whipped/sour cream","9105"
"rolls/buns","9105"
"potato products","9105"
"soda","9105"
"misc. beverages","9105"
"napkins","9105"
"photo/film","9105"
"sauces","9106"
"red/blush wine","9106"
"waffles","9106"
"newspapers","9106"
"pip fruit","9107"
"coffee","9107"
"root vegetables","9108"
"white bread","9108"
"chewing gum","9108"
"ham","9109"
"citrus fruit","9109"
"tropical fruit","9109"
"pip fruit","9109"
"root vegetables","9109"
"other vegetables","9109"
"whole milk","9109"
"brown bread","9109"
"hamburger meat","9110"
"other vegetables","9110"
"whole milk","9110"
"yogurt","9110"
"whipped/sour cream","9110"
"mayonnaise","9110"
"frozen vegetables","9110"
"frozen fish","9110"
"soups","9110"
"fruit/vegetable juice","9110"
"canned beer","9110"
"detergent","9110"
"yogurt","9111"
"long life bakery product","9111"
"photo/film","9111"
"potted plants","9111"
"beef","9112"
"whole milk","9112"
"butter","9112"
"rolls/buns","9112"
"pastry","9112"
"cat food","9112"
"hygiene articles","9112"
"citrus fruit","9113"
"pip fruit","9113"
"onions","9113"
"other vegetables","9113"
"whole milk","9113"
"butter milk","9113"
"whipped/sour cream","9113"
"cream cheese","9113"
"domestic eggs","9113"
"brown bread","9113"
"shopping bags","9113"
"berries","9114"
"herbs","9114"
"potted plants","9114"
"frankfurter","9115"
"sausage","9115"
"chicken","9115"
"pork","9115"
"tropical fruit","9115"
"pip fruit","9115"
"root vegetables","9115"
"whole milk","9115"
"dessert","9115"
"cream cheese","9115"
"frozen vegetables","9115"
"rolls/buns","9115"
"white bread","9115"
"cake bar","9115"
"napkins","9115"
"shopping bags","9115"
"citrus fruit","9116"
"cream cheese","9116"
"onions","9117"
"other vegetables","9117"
"whole milk","9117"
"yogurt","9117"
"roll products","9117"
"semi-finished bread","9117"
"beef","9118"
"whole milk","9118"
"oil","9118"
"canned beer","9118"
"salty snack","9118"
"frankfurter","9119"
"rolls/buns","9119"
"pip fruit","9120"
"other vegetables","9120"
"butter","9120"
"domestic eggs","9120"
"rolls/buns","9120"
"margarine","9120"
"bottled water","9120"
"brown bread","9121"
"white wine","9121"
"meat","9122"
"tropical fruit","9122"
"other vegetables","9122"
"frozen vegetables","9122"
"rolls/buns","9122"
"soda","9122"
"napkins","9122"
"dishes","9122"
"citrus fruit","9123"
"other vegetables","9123"
"yogurt","9123"
"cream cheese","9123"
"bottled water","9123"
"long life bakery product","9123"
"specialty chocolate","9123"
"beef","9124"
"root vegetables","9124"
"whole milk","9124"
"pastry","9124"
"soda","9124"
"waffles","9124"
"candy","9124"
"other vegetables","9125"
"whipped/sour cream","9125"
"hard cheese","9125"
"frozen vegetables","9125"
"frozen dessert","9125"
"oil","9125"
"margarine","9125"
"baking powder","9125"
"chicken","9126"
"pork","9126"
"beef","9126"
"berries","9126"
"other vegetables","9126"
"whole milk","9126"
"rolls/buns","9126"
"sausage","9127"
"meat","9127"
"tropical fruit","9127"
"cream cheese","9127"
"tropical fruit","9128"
"whole milk","9128"
"hard cheese","9128"
"rolls/buns","9128"
"pastry","9128"
"canned vegetables","9128"
"potted plants","9128"
"soda","9129"
"citrus fruit","9130"
"tropical fruit","9130"
"pip fruit","9130"
"whole milk","9130"
"yogurt","9130"
"rolls/buns","9130"
"pastry","9130"
"white wine","9130"
"red/blush wine","9130"
"hygiene articles","9130"
"coffee","9131"
"chicken","9132"
"tropical fruit","9132"
"other vegetables","9132"
"whole milk","9132"
"dessert","9132"
"frozen fish","9132"
"mustard","9132"
"pickled vegetables","9132"
"sugar","9133"
"turkey","9134"
"nuts/prunes","9134"
"other vegetables","9134"
"whole milk","9134"
"butter","9134"
"curd","9134"
"domestic eggs","9134"
"pastry","9134"
"tea","9134"
"cleaner","9135"
"female sanitary products","9135"
"herbs","9136"
"other vegetables","9136"
"whipped/sour cream","9136"
"UHT-milk","9136"
"domestic eggs","9136"
"sweet spreads","9136"
"specialty chocolate","9136"
"decalcifier","9136"
"napkins","9136"
"citrus fruit","9137"
"pickled vegetables","9137"
"dog food","9137"
"soda","9137"
"salty snack","9137"
"waffles","9137"
"candy","9137"
"dish cleaner","9137"
"newspapers","9137"
"citrus fruit","9138"
"tropical fruit","9138"
"other vegetables","9138"
"butter milk","9138"
"yogurt","9138"
"pastry","9138"
"waffles","9138"
"candy","9138"
"dental care","9138"
"beef","9139"
"root vegetables","9139"
"yogurt","9139"
"whipped/sour cream","9139"
"sausage","9140"
"other vegetables","9140"
"rolls/buns","9140"
"baking powder","9140"
"soda","9140"
"cling film/bags","9140"
"house keeping products","9140"
"soda","9141"
"bottled beer","9141"
"liquor","9142"
"house keeping products","9142"
"shopping bags","9142"
"pork","9143"
"rolls/buns","9143"
"pastry","9143"
"napkins","9143"
"newspapers","9143"
"chicken","9144"
"hamburger meat","9144"
"whipped/sour cream","9144"
"rolls/buns","9144"
"soda","9144"
"long life bakery product","9144"
"dish cleaner","9144"
"pip fruit","9145"
"other vegetables","9145"
"whole milk","9145"
"beverages","9145"
"frozen vegetables","9145"
"flour","9145"
"sugar","9145"
"chocolate","9145"
"beef","9146"
"other vegetables","9146"
"whole milk","9146"
"bottled beer","9146"
"frankfurter","9147"
"meat","9147"
"tropical fruit","9147"
"whole milk","9147"
"ice cream","9147"
"salty snack","9147"
"detergent","9147"
"bottled water","9148"
"napkins","9148"
"canned beer","9149"
"pip fruit","9150"
"pip fruit","9151"
"sausage","9152"
"hamburger meat","9152"
"grapes","9152"
"whipped/sour cream","9152"
"frozen potato products","9152"
"domestic eggs","9152"
"oil","9152"
"seasonal products","9152"
"napkins","9152"
"newspapers","9152"
"hamburger meat","9153"
"onions","9153"
"whole milk","9153"
"frozen vegetables","9153"
"bottled water","9153"
"rum","9153"
"sausage","9154"
"grapes","9154"
"baking powder","9154"
"specialty vegetables","9154"
"white wine","9154"
"long life bakery product","9154"
"beef","9155"
"dessert","9155"
"sugar","9155"
"bottled beer","9155"
"other vegetables","9156"
"whole milk","9156"
"soda","9156"
"shopping bags","9156"
"pastry","9157"
"chicken","9158"
"herbs","9159"
"frozen vegetables","9159"
"dog food","9159"
"bottled water","9159"
"bottled beer","9159"
"specialty chocolate","9159"
"beef","9160"
"citrus fruit","9160"
"cream cheese","9160"
"vinegar","9160"
"margarine","9160"
"butter","9161"
"yogurt","9161"
"sliced cheese","9161"
"tidbits","9161"
"rolls/buns","9161"
"pudding powder","9161"
"soda","9161"
"waffles","9161"
"newspapers","9161"
"root vegetables","9162"
"herbs","9162"
"whipped/sour cream","9162"
"domestic eggs","9162"
"beef","9163"
"other vegetables","9163"
"whipped/sour cream","9163"
"processed cheese","9163"
"salt","9163"
"oil","9163"
"dog food","9163"
"newspapers","9163"
"whipped/sour cream","9164"
"dog food","9164"
"fruit/vegetable juice","9164"
"skin care","9164"
"shopping bags","9164"
"butter","9165"
"bottled water","9165"
"detergent","9165"
"soap","9165"
"root vegetables","9166"
"onions","9166"
"rolls/buns","9166"
"white bread","9166"
"sugar","9166"
"tropical fruit","9167"
"other vegetables","9167"
"yogurt","9167"
"fruit/vegetable juice","9167"
"bottled beer","9167"
"newspapers","9167"
"hamburger meat","9168"
"onions","9168"
"other vegetables","9168"
"whole milk","9168"
"domestic eggs","9168"
"waffles","9168"
"napkins","9168"
"potted plants","9168"
"pork","9169"
"beef","9169"
"berries","9169"
"root vegetables","9169"
"herbs","9169"
"butter","9169"
"yogurt","9169"
"white bread","9169"
"brown bread","9169"
"bottled water","9169"
"misc. beverages","9169"
"bottled beer","9169"
"liquor","9169"
"hygiene articles","9169"
"beef","9170"
"citrus fruit","9170"
"root vegetables","9170"
"other vegetables","9170"
"rolls/buns","9170"
"sugar","9170"
"fruit/vegetable juice","9170"
"grapes","9171"
"ice cream","9171"
"pastry","9171"
"soda","9171"
"canned beer","9171"
"salty snack","9171"
"chewing gum","9171"
"seasonal products","9171"
"flower (seeds)","9171"
"shopping bags","9171"
"frankfurter","9172"
"meat","9172"
"beef","9172"
"citrus fruit","9172"
"berries","9172"
"root vegetables","9172"
"packaged fruit/vegetables","9172"
"whole milk","9172"
"whipped/sour cream","9172"
"frozen vegetables","9172"
"rolls/buns","9172"
"canned fruit","9172"
"house keeping products","9172"
"flower (seeds)","9172"
"shopping bags","9172"
"pork","9173"
"beef","9173"
"citrus fruit","9173"
"pip fruit","9173"
"root vegetables","9173"
"onions","9173"
"other vegetables","9173"
"whole milk","9173"
"butter","9173"
"ice cream","9173"
"bottled water","9173"
"waffles","9173"
"newspapers","9173"
"shopping bags","9173"
"meat","9174"
"whole milk","9174"
"cream cheese","9174"
"brown bread","9174"
"chocolate","9174"
"newspapers","9174"
"sausage","9175"
